street_address,phone_number,zip_code,entity_type,fips_county_code,bed_count,city,state_or_region,name_common,ccn,facility_type,medicare_medicaid_eligible,lat,lon
200 jefferson avenue se,6166855000,49503,,81.0,230.0,grand rapids,MI,trinity health grand rapids hospital,230059,Short Term,true,,
325 east h street,9067743300,49801,,43.0,251.0,iron mountain,MI,iron mountain va medical center,23005F,,false,,
125 e southern,2317263511,49442,,121.0,382.0,muskegon,MI,mercy health muskegon,230066,Short Term,true,,
620 byron rd,5175456000,48843,,93.0,136.0,howell,MI,trinity health livingston hospital,230069,Short Term,true,,
4004 e arkona rd,2690000000,48160,,115.0,25.0,milan,MI,federal correctional institute hosp,23006F,,false,,
1447 n harrison,9895834000,48602,,145.0,623.0,saginaw,MI,covenant medical center,230070,Short Term,true,,
23901 lahser,2483573360,48033,,125.0,34.0,southfield,MI,straith hospital for special surgery,230071,Short Term,true,,
602 michigan ave,6163925141,49423,,139.0,193.0,holland,MI,holland community hospital,230072,Short Term,true,,
300 north avenue,2699668000,49017,,25.0,204.0,battle creek,MI,bronson battle creek hospital,230075,Short Term,true,,
800 s washington avenue,9897768000,48601,,145.0,268.0,saginaw,MI,ascension st mary's hospital,230077,Short Term,true,,
400 medical park dr,2694633111,49098,,21.0,62.0,watervliet,MI,lakeland hospital watervliet,230078,Short Term,true,,
selfridge afb,2690000000,48045,,99.0,54.0,mount clemens,MI,us air force hosp,23007F,,false,,
1221 south drive,9897726700,48858,,73.0,151.0,mount pleasant,MI,mclaren central michigan,230080,Short Term,true,,
400 hobart st,2318767200,49601,,165.0,117.0,cadillac,MI,munson healthcare cadillac hospital,230081,Short Term,true,,
955 s bailey ave,2696375271,49090,,159.0,82.0,south haven,MI,bronson south haven hospital,230085,Short Term,true,,
468 cadieux rd,3133431000,48230,,163.0,311.0,grosse pointe,MI,"beaumont hospital, grosse pointe",230089,Short Term,true,,
wurtsmith afb,2690000000,48750,,69.0,25.0,oscoda,MI,us air force hosp,23008F,,false,,
205 n east ave,5177884800,49201,,75.0,412.0,jackson,MI,henry ford health jackson hospital,230092,Short Term,true,,
605 oak street,2317968691,49307,,107.0,74.0,big rapids,MI,spectrum health big rapids hospital,230093,Short Term,true,,
2463 south m-30,9893456366,48661,,129.0,88.0,west branch,MI,mymichigan medical center west branch,230095,Short Term,true,,
916 myrtle ave,2696517824,49091,,149.0,94.0,sturgis,MI,sturgis hospital,230096,Short Term,true,,
1105 sixth street,2319355000,49684,,55.0,377.0,traverse city,MI,munson medical center,230097,Short Term,true,,
718 n macomb st,7342408400,48162,,115.0,217.0,monroe,MI,promedica monroe regional hospital,230099,Short Term,true,,
1500 weiss street,9894972500,48602,,145.0,217.0,saginaw,MI,aleda e lutz va medical center,23009F,,false,,
200 hemlock,9893629301,48764,,69.0,60.0,tawas city,MI,ascension st joseph hospital,230100,Short Term,true,,
3990 john r street,3137456211,48201,,163.0,712.0,detroit,MI,harper university hospital,230104,Short Term,true,,
416 connable ave,2314874000,49770,,47.0,243.0,petoskey,MI,mclaren northern michigan,230105,Short Term,true,,
500 campus drive,9064831000,49930,,61.0,36.0,hancock,MI,up health system portage,230108,Short Term,true,,
kincheloe afb,9060000000,49788,,33.0,44.0,kincheloe,MI,us air force hosp,23010F,,false,,
one n atkinson drive,2318432591,49431,,105.0,81.0,ludington,MI,spectrum health ludington hospital,230110,Short Term,true,,
1521 gull road,2692267000,49048,,77.0,372.0,kalamazoo,MI,ascension borgess hospital,230117,Short Term,true,,
2215 fuller road,7347697100,48105,,161.0,466.0,ann arbor,MI,va ann arbor healthcare system,23011F,,false,,
826 west king street,9897235211,48867,,155.0,115.0,owosso,MI,memorial healthcare,230121,Short Term,true,,
5500 armstrong road,2699665600,49015,,25.0,1823.0,battle creek,MI,battle creek va medical center,23012F,,false,,
3601 w thirteen mile rd,2488985000,48073,,125.0,1031.0,royal oak,MI,"beaumont hospital, royal oak",230130,Short Term,true,,
one hurley plaza,8102579000,48503,,49.0,383.0,flint,MI,hurley medical center,230132,Short Term,true,,
825 n center ave,9897312100,49735,,137.0,53.0,gaylord,MI,munson healthcare otsego memorial hospital,230133,Short Term,true,,
southfield + outer dr,2480000000,48121,,163.0,821.0,dearborn,MI,va hosp,23013F,,false,,
401 s ballenger highway,8103422000,48532,,49.0,368.0,flint,MI,mclaren flint,230141,Short Term,true,,
33155 annapolis ave,7344674175,48184,,163.0,259.0,wayne,MI,beaumont hospital - wayne,230142,Short Term,true,,
135 s prospect st,7345474700,48198,,161.0,148.0,ypsilanti,MI,forest health medical center,230144,Short Term,true,,
2333 biddle ave,7342466000,48192,,163.0,345.0,wyandotte,MI,henry ford health wyandotte hospital,230146,Short Term,true,,
sawyer afb,9060000000,49841,,103.0,35.0,gwinn,MI,us air force hosp,23014F,,false,,
28050 grand river avenue,2484718000,48336,,125.0,305.0,farmington hills,MI,beaumont hospital - farmington hills,230151,Short Term,true,,
5301 e huron river dr,7347123456,48106,,161.0,505.0,ann arbor,MI,trinity health ann arbor hospital,230156,Short Term,true,,
22101 moross rd,3133434000,48236,,163.0,625.0,detroit,MI,ascension st john hospital,230165,Short Term,true,,
2900 collins rd,5179756000,48910,,65.0,363.0,lansing,MI,mclaren greater lansing,230167,Short Term,true,,
1309 sheldon rd,6168423600,49417,,139.0,81.0,grand haven,MI,north ottawa community health system,230174,Short Term,true,,
5450 fort street,7346713800,48183,,163.0,195.0,trenton,MI,beaumont hospital - trenton,230176,Short Term,true,,
703 n mcewan st,9898025000,48617,,35.0,64.0,clare,MI,mymichigan medical center clare,230180,Short Term,true,,
1375 n main st,8106675582,48446,,87.0,183.0,lapeer,MI,mclaren lapeer region,230193,Short Term,true,,
11800 east twelve mile road,5865735000,48093,,99.0,348.0,warren,MI,ascension macomb oakland hosp-warren campus,230195,Short Term,true,,
one genesys parkway,8106065000,48439,,49.0,410.0,grand blanc,MI,ascension genesys hospital,230197,Short Term,true,,
50 n perry st,2483385000,48342,,125.0,308.0,pontiac,MI,mclaren oakland,230207,Short Term,true,,
406 east elm st,9895843131,48811,,117.0,103.0,carson city,MI,sparrow carson hospital,230208,Short Term,true,,
1221 pine grove ave,8109875000,48060,,147.0,163.0,port huron,MI,mclaren port huron,230216,Short Term,true,,
200 n madison,2697814271,49068,,25.0,94.0,marshall,MI,oaklawn hospital,230217,Short Term,true,,
4000 wellness drive,9898393000,48670,,111.0,230.0,midland,MI,mymichigan medical center midland,230222,Short Term,true,,
1000 harrington st,5864938000,48043,,99.0,288.0,mount clemens,MI,mclaren macomb,230227,Short Term,true,,
1215 e michigan avenue,5173641000,48912,,65.0,617.0,lansing,MI,edward w sparrow hospital,230230,Short Term,true,,
"5900 byron center avenue, sw",6162527200,49519,,81.0,208.0,wyoming,MI,university of michigan health - west,230236,Short Term,true,,
500 osborn blvd,9066354460,49783,,33.0,82.0,sault sainte marie,MI,mymichigan medical center-sault,230239,Short Term,true,,
4100 river rd,8103297111,48054,,147.0,68.0,east china,MI,ascension river district hospital,230241,Short Term,true,,
6245 inkster rd,7344213300,48135,,163.0,323.0,garden city,MI,garden city hospital,230244,Short Term,true,,
1101 w university drive,2486525000,48307,,125.0,290.0,rochester,MI,ascension providence rochester hospital,230254,Short Term,true,,
775 s main st,7344753911,48118,,161.0,83.0,chelsea,MI,chelsea hospital,230259,Short Term,true,,
21230 dequindre road,5864271000,48091,,99.0,20.0,warren,MI,insight surgical hospital,230264,Short Term,true,,
44201 dequindre road,2489648800,48085,,125.0,254.0,troy,MI,"beaumont hospital, troy",230269,Short Term,true,,
10000 telegraph road,3132955253,48180,,163.0,163.0,taylor,MI,beaumont hospital - taylor,230270,Short Term,true,,
4201 st antoine st - 2c,3137452941,48201,,163.0,320.0,detroit,MI,detroit receiving hospital & univ health center,230273,Short Term,true,,
3340 hospital road,9897907888,48603,,145.0,278.0,saginaw,MI,healthsource saginaw,230275,Short Term,true,,
one william carls drive,2489373370,48382,,125.0,153.0,commerce township,MI,huron valley-sinai hospital,230277,Short Term,true,,
12851 grand river rd,8102271211,48116,,93.0,63.0,brighton,MI,ascension brighton center for recovery,230279,Short Term,true,,
4100 john r,8005766266,48201,,163.0,123.0,detroit,MI,karmanos cancer center,230297,Short Term,true,,
22401 foster winter drive,2484235190,48075,,125.0,45.0,southfield,MI,surgeons choice medical center,230301,Short Term,true,,
6777 west maple road,2483251000,48322,,125.0,191.0,west bloomfield,MI,henry ford health west bloomfield hospital,230302,Short Term,true,,
1465 e parkdale ave,2313981000,49660,,101.0,25.0,manistee,MI,munson healthcare manistee hospital,230303,Short Term,true,,
14700 riverside dr,3130000000,48215,,163.0,147.0,detroit,MI,us public health service hosp,23036F,,false,,
4646 john r street,3135761000,48201,,163.0,218.0,detroit,MI,john d dingell veteran affairs med ctr,23037F,,false,,
224 park avenue,2313522200,49635,,19.0,8.0,frankfort,MI,paul oliver memorial hospital,231300,Critical Access Hospitals,true,,
419 s coral,2312587500,49646,,79.0,8.0,kalkaska,MI,kalkaska memorial health center,231301,Critical Access Hospitals,true,,
7870w us highway 2,9063413200,49854,,153.0,25.0,manistique,MI,schoolcraft memorial hospital,231303,Critical Access Hospitals,true,,
502 w harrie st,9062939200,49868,,95.0,25.0,newberry,MI,helen newberry joy hospital,231304,Critical Access Hospitals,true,,
805 w cedar st,5178464521,48658,,11.0,25.0,standish,MI,ascension standish hospital,231305,Critical Access Hospitals,true,,
1140 n state street,9066438585,49781,,97.0,15.0,saint ignace,MI,mackinac straits hospital and health center,231306,Critical Access Hospitals,true,,
18341 us highway 41,9065243300,49946,,13.0,24.0,l' anse,MI,baraga county memorial hospital,231307,Critical Access Hospitals,true,,
1500 sand point rd,9063874110,49862,,3.0,25.0,munising,MI,munising memorial hospital,231308,Critical Access Hospitals,true,,
601 s seventh st,9068848000,49953,,131.0,25.0,ontonagon,MI,"aspirus ontonagon hospital, inc",231309,Critical Access Hospitals,true,,
170 n caseville rd,9894533223,48755,,63.0,25.0,pigeon,MI,scheurer hospital,231310,Critical Access Hospitals,true,,
3559 pine st,8103762835,48427,,151.0,15.0,deckerville,MI,deckerville community hospital,231311,Critical Access Hospitals,true,,
301 n main st,9892913261,48884,,117.0,25.0,sheridan,MI,sheridan community hospital,231312,Critical Access Hospitals,true,,
210 s first st,9894795008,48441,,63.0,17.0,harbor beach,MI,harbor beach community hospital,231313,Critical Access Hospitals,true,,
120 n delaware street,8106483770,48471,,151.0,25.0,sandusky,MI,mckenzie health system,231314,Critical Access Hospitals,true,,
420 w high st,2697828681,49047,,27.0,25.0,dowagiac,MI,ascension borgess lee hospital,231315,Critical Access Hospitals,true,,
4675 hill street,9898722121,48726,,157.0,25.0,cass city,MI,hills & dales general hospital,231316,Critical Access Hospitals,true,,
418 washington,9893527211,48850,,117.0,25.0,lakeview,MI,spectrum health kelsey hospital,231317,Critical Access Hospitals,true,,
1400 w ice lake road,9062656121,49935,,71.0,25.0,iron river,MI,"aspirus iron river hospital & clinics, inc",231318,Critical Access Hospitals,true,,
205 osceola,9063376500,49913,,61.0,25.0,laurium,MI,aspirus keweenaw hospital,231319,Critical Access Hospitals,true,,
72 south state street,2318612156,49455,,127.0,24.0,shelby,MI,trinity health shelby hospital,231320,Critical Access Hospitals,true,,
901 lakeshore drive,9064864431,49849,,103.0,25.0,ishpeming,MI,bell hospital,231321,Critical Access Hospitals,true,,
14700 lakeshore drive,2315474024,49720,,29.0,25.0,charlevoix,MI,munson healthcare charlevoix hospital,231322,Critical Access Hospitals,true,,
"300 n patterson, po box 75",6162256901,49677,,133.0,25.0,reed city,MI,spectrum health reed city hospital,231323,Critical Access Hospitals,true,,
1500 s main street,5176632671,48827,,45.0,25.0,eaton rapids,MI,eaton rapids medical center,231324,Critical Access Hospitals,true,,
515 quarter street,9894269286,48624,,51.0,25.0,gladwin,MI,mymichigan medical center gladwin,231325,Critical Access Hospitals,true,,
805 s oakland,9892246881,48879,,37.0,25.0,saint johns,MI,sparrow clinton hospital,231326,Critical Access Hospitals,true,,
321 e harris street,5175431050,48813,,45.0,25.0,charlotte,MI,sparrow eaton hospital,231327,Critical Access Hospitals,true,,
555 linn street,2696864101,49010,,5.0,25.0,allegan,MI,ascension borgess allegan hospital,231328,Critical Access Hospitals,true,,
401 n hooper st,9896733141,48723,,157.0,25.0,caro,MI,mclaren caro region,231329,Critical Access Hospitals,true,,
2770 main street,9896354000,48453,,151.0,25.0,marlette,MI,marlette regional hospital,231330,Critical Access Hospitals,true,,
3565 s state road,6165274200,48846,,67.0,25.0,ionia,MI,sparrow ionia hospital,231331,Critical Access Hospitals,true,,
408 hazen street,2696571400,49079,,159.0,25.0,paw paw,MI,bronson lakeview hospital,231332,Critical Access Hospitals,true,,
n10561 grand view lane,9069322525,49938,,53.0,25.0,ironwood,MI,aspirus ironwood hospital,231333,Critical Access Hospitals,true,,
3401 ludington st,9067863311,49829,,41.0,25.0,escanaba,MI,st francis hospital,231337,Critical Access Hospitals,true,,
212 s sullivan st,2319243300,49412,,123.0,61.0,fremont,MI,spectrum health gerber memorial,231338,Critical Access Hospitals,true,,
1009 w green st,2699453451,49058,,15.0,25.0,hastings,MI,spectrum health pennock,231339,Critical Access Hospitals,true,,
1100 s van dyke rd,9892699521,48413,,63.0,64.0,bad axe,MI,mclaren thumb region,231340,Critical Access Hospitals,true,,
"401 s ballenger, 5th floor",8103424550,48532,VOL. NON PROFIT - RELIGIOUS AFF,49.0,36.0,flint,MI,select specialty hospital-flint,232012,Long Term,true,,
10000 telegraph road,5553331111,48180,VOL. NON PROFIT - RELIGIOUS AFF,163.0,220.0,taylor,MI,vibra hospital of southeastern mi-taylor campus,232019,Long Term,true,,
"3250 e midland rd, suite 1",9896676802,48706,PROPRIETARY,17.0,31.0,bay city,MI,mclaren bay special care,232020,Long Term,true,,
"215 north ave, suite 200",5863079000,48043,VOL. NON PROFIT - RELIGIOUS AFF,99.0,36.0,mount clemens,MI,select specialty hospital-macomb county,232023,Long Term,true,,
"5301 e huron river dr, 7th fl",7347120500,48197,VOL. NON PROFIT - RELIGIOUS AFF,161.0,36.0,ypsilanti,MI,select specialty hospital-ann arbor,232024,Long Term,true,,
"1840 wealthy street se, 5th floor",6167743800,49506,PROPRIETARY,81.0,146.0,grand rapids,MI,select specialty hospital - spectrum health,232029,Long Term,true,,
"2333 biddle avenue, 8th floor",3133757075,48192,VOL. NON PROFIT - RELIGIOUS AFF,163.0,40.0,wyandotte,MI,"select specialty hospital-wyandotte, llc",232031,Long Term,true,,
"1447 north harrison, 7th & 8th floor",9895834667,48602,VOL. NON PROFIT - RELIGIOUS AFF,145.0,32.0,saginaw,MI,select specialty hospital-saginaw,232033,Long Term,true,,
411 naomi street,2696850700,49080,PROPRIETARY,5.0,43.0,plainwell,MI,ascension borgess pipp hospital,232034,Long Term,true,,
300 north avenue 6th floor,2692454675,49016,PROPRIETARY,25.0,25.0,battle creek,MI,select specialty hospital- battle creek,232035,Long Term,true,,
"1215 e michigan ave, 8w sparrow hospital tower",5173646800,48912,PROPRIETARY,65.0,36.0,lansing,MI,sparrow specialty hospital,232037,Long Term,true,,
50 north perry,2485931990,48342,VOL. NON PROFIT - RELIGIOUS AFF,125.0,30.0,pontiac,MI,pioneer specialty hospital,232039,Long Term,true,,
235 wealthy se,6168408000,49503,PROPRIETARY,81.0,80.0,grand rapids,MI,mary free bed rehabilitation hospital,233026,Rehabilitation,true,,
261 mack blvd,3137459710,48201,VOL. NON PROFIT - RELIGIOUS AFF,163.0,94.0,detroit,MI,rehabilitation institute of michigan,233027,Rehabilitation,true,,
3901 beaubien street,3137455437,48201,VOL. NON PROFIT - RELIGIOUS AFF,163.0,228.0,detroit,MI,children's hospital of michigan,233300,Childrens Hospitals,true,,
"300 - 68th street, se",6164555000,49548,FOR PROFIT,81.0,118.0,grand rapids,MI,pine rest christian mental health services,234006,Psychiatric,true,,
10300 w eight mile road,2486914868,48220,PROPRIETARY,125.0,100.0,ferndale,MI,henry ford health kingswood hospital,234011,Psychiatric,true,,
35031 23 mile rd,5867255777,48047,VOL. NON PROFIT - RELIGIOUS AFF,99.0,123.0,new baltimore,MI,harbor oaks hospital,234021,Psychiatric,true,,
1525 university drive,2483739200,48326,VOL. NON PROFIT - RELIGIOUS AFF,125.0,120.0,auburn hills,MI,havenwyck hospital,234023,Psychiatric,true,,
"2000 chambers, box a",9896733191,48723,NOT FOR PROFIT,157.0,208.0,caro,MI,caro center,234025,Psychiatric,true,,
1312 oakland dr,2693373309,49008,NOT FOR PROFIT,77.0,210.0,kalamazoo,MI,kalamazoo regional psychiatric hospital,234026,Psychiatric,true,,
1055 medical park se,8009498439,49546,VOL. NON PROFIT - RELIGIOUS AFF,81.0,62.0,grand rapids,MI,forest view psychiatric hospital,234030,Psychiatric,true,,
30901 palmer rd,7343678400,48185,NOT FOR PROFIT,163.0,242.0,westland,MI,walter p reuther psychiatric hospital,234035,Psychiatric,true,,
15000 gratiot avenue,3132450600,48205,VOL. NON PROFIT - RELIGIOUS AFF,163.0,162.0,detroit,MI,bca stonecrest center,234038,Psychiatric,true,,
"5555 conner avenue, suite 3n",3133447730,48213,PROPRIETARY,163.0,55.0,detroit,MI,samaritan behavioral center,234040,Psychiatric,true,,
